user_id,item_id,event_type,watch_seconds,timestamp
u115,i220,play,3495,2025-01-14T06:01:00
u34,i188,complete,900,2025-01-31T01:51:00
u110,i212,skip,27,2025-01-15T19:51:00
u90,i187,complete,3462,2025-01-20T21:22:00
u187,i115,skip,38,2025-01-29T13:25:00
u216,i144,like,1710,2025-02-03T23:25:00
u10,i137,skip,35,2025-01-18T22:24:00
u69,i240,complete,2558,2025-02-24T08:19:00
u143,i76,play,2339,2025-02-20T18:08:00
u54,i69,play,1687,2025-01-11T03:43:00
u4,i224,pause,70,2025-01-27T05:46:00
u109,i242,play,1233,2025-01-01T13:19:00
u144,i161,pause,222,2025-01-20T07:13:00
u66,i72,play,466,2025-02-18T23:33:00
u49,i170,save,110,2025-01-23T18:31:00
u132,i42,skip,15,2025-01-30T01:59:00
u103,i2,skip,28,2025-02-07T01:46:00
u85,i101,play,2495,2025-01-19T04:25:00
u38,i63,play,1191,2025-02-23T13:07:00
u2,i163,play,138,2025-01-28T01:54:00
u131,i163,play,2595,2025-01-27T14:19:00
u196,i206,play,712,2025-02-08T20:02:00
u187,i255,play,1757,2025-01-22T17:09:00
u32,i144,play,1781,2025-01-02T10:55:00
u133,i25,play,3256,2025-01-28T01:13:00
u183,i179,complete,338,2025-01-25T04:00:00
u136,i118,play,1696,2025-02-05T15:03:00
u157,i202,play,790,2025-02-28T13:29:00
u79,i116,pause,286,2025-02-21T05:02:00
u81,i239,play,903,2025-02-11T22:58:00
u185,i23,skip,25,2025-01-31T08:50:00
u211,i37,play,2523,2025-02-06T22:04:00
u44,i144,like,170,2025-02-16T19:12:00
u34,i260,play,187,2025-01-05T04:35:00
u21,i32,play,2126,2025-02-07T10:06:00
u205,i70,complete,2012,2025-02-23T01:25:00
u112,i42,play,3438,2025-01-31T09:57:00
u116,i193,play,2476,2025-01-06T11:01:00
u15,i141,complete,1211,2025-02-11T03:12:00
u205,i70,skip,34,2025-01-27T16:28:00
u6,i160,play,1889,2025-01-17T22:26:00
u17,i26,play,3158,2025-02-10T01:56:00
u177,i118,skip,20,2025-01-22T14:21:00
u154,i207,play,603,2025-02-08T02:38:00
u133,i48,pause,115,2025-01-10T09:56:00
u45,i39,pause,162,2025-01-01T04:45:00
u44,i184,play,996,2025-01-28T06:36:00
u58,i179,play,1275,2025-01-26T15:39:00
u64,i1,play,2563,2025-01-06T06:07:00
u212,i155,pause,107,2025-01-06T06:14:00
u151,i192,play,1942,2025-02-14T02:23:00
u133,i54,play,1763,2025-02-21T11:00:00
u210,i166,like,3217,2025-01-06T18:36:00
u33,i219,play,963,2025-01-30T11:25:00
u186,i201,pause,220,2025-02-11T00:04:00
u25,i255,play,1727,2025-02-12T07:48:00
u75,i169,complete,252,2025-02-16T20:04:00
u111,i172,play,2455,2025-03-01T12:36:00
u142,i251,complete,2261,2025-01-19T18:39:00
u63,i96,save,172,2025-02-20T05:22:00
u27,i92,complete,2755,2025-01-19T22:45:00
u20,i75,play,991,2025-01-11T09:26:00
u106,i15,play,2659,2025-01-01T00:41:00
u159,i40,complete,2831,2025-01-05T21:09:00
u208,i33,play,614,2025-01-07T18:18:00
u170,i28,play,683,2025-01-08T10:56:00
u176,i38,complete,3418,2025-02-13T12:26:00
u57,i77,play,1075,2025-01-17T06:28:00
u9,i78,play,995,2025-02-28T03:06:00
u146,i161,save,79,2025-02-17T20:38:00
u187,i245,skip,30,2025-02-26T06:49:00
u167,i150,complete,767,2025-01-06T21:50:00
u106,i249,pause,217,2025-02-16T03:08:00
u142,i211,complete,255,2025-02-01T19:00:00
u152,i214,pause,111,2025-02-17T20:29:00
u42,i133,skip,11,2025-01-02T15:48:00
u76,i166,play,319,2025-01-05T22:34:00
u2,i98,complete,1780,2025-02-08T00:11:00
u200,i105,pause,222,2025-02-18T23:09:00
u23,i28,like,3190,2025-01-26T18:56:00
u34,i1,like,2670,2025-02-24T20:57:00
u110,i28,play,304,2025-01-27T15:24:00
u178,i42,play,1636,2025-01-13T03:01:00
u187,i94,skip,14,2025-02-01T14:42:00
u44,i44,save,47,2025-01-03T12:58:00
u129,i250,complete,1770,2025-02-16T13:48:00
u165,i54,play,1173,2025-01-30T10:13:00
u90,i250,skip,30,2025-01-31T19:09:00
u101,i87,skip,10,2025-02-08T19:51:00
u137,i221,like,2489,2025-02-13T09:37:00
u33,i148,save,66,2025-01-19T09:44:00
u10,i130,skip,37,2025-02-24T12:00:00
u69,i143,play,1025,2025-02-20T00:00:00
u78,i167,play,2748,2025-01-18T07:07:00
u97,i209,play,1252,2025-02-22T07:37:00
u197,i42,play,1079,2025-01-01T12:57:00
u132,i70,like,1959,2025-02-19T00:01:00
u3,i104,skip,17,2025-01-17T09:38:00
u2,i200,complete,552,2025-02-13T11:29:00
u78,i162,like,1181,2025-02-23T02:14:00
u163,i119,play,687,2025-02-17T16:54:00
u51,i175,like,2096,2025-02-18T07:54:00
u31,i66,pause,95,2025-02-23T13:31:00
u132,i257,play,1296,2025-01-20T15:33:00
u75,i127,play,871,2025-01-10T15:31:00
u86,i142,play,273,2025-02-07T20:27:00
u151,i192,complete,1655,2025-01-29T15:42:00
u129,i118,play,2593,2025-01-24T08:49:00
u146,i226,play,880,2025-02-25T17:43:00
u144,i70,pause,236,2025-02-03T01:21:00
u108,i234,pause,273,2025-01-29T06:13:00
u1,i175,skip,27,2025-02-01T03:59:00
u9,i106,skip,12,2025-01-30T03:29:00
u197,i31,play,1384,2025-01-12T13:46:00
u37,i184,play,1776,2025-01-14T00:12:00
u107,i143,save,117,2025-02-26T19:16:00
u211,i247,play,2877,2025-02-28T15:22:00
u109,i137,play,3367,2025-01-27T00:36:00
u144,i185,pause,80,2025-01-05T05:04:00
u1,i100,like,2518,2025-02-09T21:26:00
u85,i86,complete,1194,2025-01-01T17:43:00
u33,i110,complete,2504,2025-01-26T02:15:00
u25,i60,play,1757,2025-02-22T00:28:00
u113,i111,play,1038,2025-01-10T15:52:00
u7,i53,play,2551,2025-02-08T00:05:00
u51,i149,save,37,2025-01-20T01:27:00
u82,i178,save,80,2025-01-25T16:23:00
u58,i89,play,1531,2025-02-28T05:27:00
u166,i134,play,926,2025-02-27T00:10:00
u127,i25,pause,69,2025-01-22T02:39:00
u149,i94,play,3149,2025-02-28T02:14:00
u50,i149,play,3292,2025-01-19T16:00:00
u118,i115,play,1510,2025-01-16T09:54:00
u194,i136,like,3419,2025-02-22T12:03:00
u94,i59,complete,3083,2025-02-12T08:44:00
u188,i254,play,3281,2025-01-16T11:08:00
u66,i140,play,3465,2025-01-29T03:02:00
u197,i252,like,3174,2025-01-15T18:33:00
u149,i105,play,2930,2025-01-23T11:11:00
u81,i105,skip,22,2025-02-15T22:50:00
u118,i216,play,3258,2025-01-18T17:40:00
u90,i206,play,1133,2025-02-01T21:18:00
u125,i36,like,1678,2025-01-18T10:55:00
u135,i135,play,1742,2025-01-30T20:30:00
u8,i221,play,2628,2025-01-22T05:14:00
u150,i139,pause,295,2025-01-23T16:22:00
u17,i157,skip,30,2025-02-19T06:40:00
u216,i14,play,955,2025-02-08T22:02:00
u155,i84,skip,21,2025-01-27T10:29:00
u77,i40,skip,22,2025-01-04T18:10:00
u135,i126,pause,271,2025-02-14T10:40:00
u83,i43,play,918,2025-01-27T07:13:00
u213,i82,play,2598,2025-01-21T02:03:00
u8,i72,like,1609,2025-01-01T02:05:00
u47,i248,complete,1268,2025-01-23T06:23:00
u206,i81,play,1800,2025-02-25T13:18:00
u132,i71,pause,82,2025-01-03T14:54:00
u49,i137,play,1186,2025-01-09T12:52:00
u206,i19,play,3245,2025-01-10T05:32:00
u186,i83,play,1940,2025-02-20T02:08:00
u214,i61,like,3480,2025-02-16T09:09:00
u109,i58,play,479,2025-01-01T00:16:00
u76,i144,save,38,2025-01-13T20:19:00
u173,i15,play,3130,2025-01-03T13:34:00
u99,i244,complete,1322,2025-01-02T12:16:00
u30,i152,complete,2937,2025-02-21T12:04:00
u101,i34,like,535,2025-02-25T02:15:00
u25,i248,complete,2750,2025-02-14T17:02:00
u176,i231,play,2821,2025-01-05T19:56:00
u57,i100,complete,2260,2025-02-17T18:21:00
u70,i71,skip,5,2025-01-18T10:44:00
u114,i81,play,1385,2025-01-07T06:24:00
u32,i240,pause,104,2025-02-15T04:34:00
u195,i130,play,1697,2025-02-16T02:11:00
u189,i106,play,3085,2025-01-30T21:46:00
u168,i176,complete,3336,2025-02-21T02:10:00
u101,i167,play,1148,2025-02-25T04:13:00
u49,i259,play,1476,2025-01-23T02:40:00
u75,i219,play,2344,2025-01-10T16:13:00
u109,i142,skip,39,2025-01-03T01:56:00
u87,i243,skip,23,2025-01-16T01:19:00
u98,i92,play,1862,2025-01-24T12:12:00
u99,i237,save,158,2025-02-28T12:35:00
u98,i167,like,2885,2025-02-27T07:45:00
u113,i150,play,291,2025-02-10T14:48:00
u12,i177,complete,961,2025-01-26T18:19:00
u86,i158,play,1532,2025-01-09T15:26:00
u76,i95,play,2665,2025-01-04T09:57:00
u29,i145,skip,8,2025-01-23T12:17:00
u207,i149,play,2616,2025-01-05T08:59:00
u112,i202,play,2805,2025-02-23T09:15:00
u73,i81,like,1644,2025-02-21T22:39:00
u132,i206,pause,106,2025-01-23T11:27:00
u148,i113,pause,211,2025-01-31T13:12:00
u4,i112,complete,1529,2025-01-28T19:52:00
u94,i82,pause,60,2025-01-26T09:00:00
u152,i93,play,547,2025-01-22T07:22:00
u138,i42,like,3352,2025-02-26T06:21:00
u166,i220,complete,1978,2025-02-10T17:10:00
u38,i235,play,513,2025-02-20T05:59:00
u184,i203,like,2992,2025-02-28T05:13:00
u1,i49,play,663,2025-01-08T03:04:00
u116,i113,skip,20,2025-01-18T05:48:00
u9,i258,like,2071,2025-01-23T06:11:00
u159,i169,complete,1728,2025-02-05T02:28:00
u128,i99,play,696,2025-01-08T18:57:00
u217,i6,play,1197,2025-01-05T14:19:00
u184,i118,complete,2475,2025-01-17T13:42:00
u10,i191,play,2117,2025-02-03T11:07:00
u63,i246,skip,32,2025-01-13T19:02:00
u1,i185,complete,295,2025-01-06T07:55:00
u163,i156,save,54,2025-01-19T15:28:00
u111,i179,play,3276,2025-01-07T17:45:00
u41,i177,pause,178,2025-02-12T19:56:00
u188,i163,play,3209,2025-01-14T19:02:00
u70,i139,complete,665,2025-02-22T13:27:00
u214,i209,play,608,2025-01-25T21:13:00
u187,i236,play,2267,2025-02-06T04:35:00
u45,i66,skip,28,2025-01-13T09:06:00
u99,i57,pause,195,2025-01-18T21:11:00
u1,i118,save,161,2025-01-04T00:53:00
u93,i54,play,2341,2025-02-07T22:42:00
u217,i233,pause,133,2025-02-17T23:01:00
u95,i104,skip,13,2025-02-10T16:45:00
u81,i203,pause,161,2025-02-15T22:29:00
u194,i249,play,563,2025-01-22T02:09:00
u5,i90,play,2131,2025-01-27T19:54:00
u58,i187,play,1071,2025-02-19T23:20:00
u128,i60,like,1855,2025-02-05T21:36:00
u201,i184,pause,95,2025-02-26T23:43:00
u69,i38,play,3418,2025-01-25T01:44:00
u21,i42,like,2652,2025-01-22T16:45:00
u23,i241,play,1087,2025-02-01T10:17:00
u3,i95,like,3380,2025-01-09T00:14:00
u38,i16,like,2814,2025-01-13T12:43:00
u202,i227,play,2624,2025-02-09T17:35:00
u199,i20,pause,176,2025-02-10T01:46:00
u84,i125,save,74,2025-02-09T05:11:00
u123,i110,pause,63,2025-01-10T23:03:00
u56,i99,play,2063,2025-02-08T04:25:00
u191,i249,skip,11,2025-02-06T02:09:00
u121,i130,play,3315,2025-01-06T03:20:00
u74,i92,like,1225,2025-02-25T09:58:00
u153,i141,play,331,2025-02-22T00:59:00
u159,i56,skip,37,2025-02-21T03:06:00
u171,i109,like,1488,2025-01-21T03:19:00
u142,i188,play,2840,2025-02-17T14:03:00
u103,i104,play,2488,2025-02-02T01:55:00
u131,i17,complete,1246,2025-01-13T20:29:00
u160,i244,play,3099,2025-01-24T05:32:00
u98,i112,play,3567,2025-02-26T08:20:00
u115,i135,play,2184,2025-02-27T20:16:00
u140,i170,skip,9,2025-01-29T10:24:00
u43,i49,play,3587,2025-02-11T03:39:00
u64,i93,play,1257,2025-02-11T20:16:00
u185,i127,play,449,2025-01-14T23:51:00
u58,i66,play,2402,2025-02-23T22:53:00
u120,i82,play,1306,2025-01-06T20:35:00
u185,i185,play,2096,2025-01-27T01:15:00
u211,i115,play,187,2025-02-25T12:17:00
u176,i42,pause,292,2025-01-14T20:27:00
u117,i259,play,3002,2025-03-01T22:24:00
u29,i54,play,804,2025-02-01T14:20:00
u47,i85,like,2972,2025-02-19T19:50:00
u5,i249,pause,158,2025-02-11T19:35:00
u27,i233,like,968,2025-02-12T06:13:00
u196,i254,play,974,2025-01-16T11:16:00
u15,i197,save,78,2025-02-05T11:54:00
u65,i225,save,146,2025-02-15T10:22:00
u181,i198,play,3133,2025-01-25T14:23:00
u106,i199,play,317,2025-02-14T21:06:00
u61,i105,like,1786,2025-02-11T21:54:00
u114,i164,save,91,2025-01-07T17:54:00
u98,i162,play,1347,2025-02-05T19:30:00
u121,i108,save,88,2025-02-27T15:55:00
u136,i135,skip,5,2025-01-07T05:21:00
u131,i21,complete,217,2025-02-24T19:00:00
u207,i8,play,211,2025-01-21T05:09:00
u150,i46,play,986,2025-01-02T16:34:00
u193,i124,pause,236,2025-01-10T03:38:00
u98,i206,play,277,2025-02-11T12:49:00
u81,i180,skip,22,2025-02-18T17:58:00
u45,i76,play,1546,2025-02-05T14:50:00
u15,i90,play,371,2025-02-07T11:22:00
u61,i20,skip,5,2025-02-12T21:42:00
u44,i50,like,1294,2025-01-13T16:20:00
u161,i109,play,2972,2025-02-02T20:30:00
u153,i99,play,853,2025-02-22T16:37:00
u143,i115,play,1559,2025-02-16T03:48:00
u217,i174,like,534,2025-01-23T21:27:00
u45,i74,pause,79,2025-01-30T13:36:00
u7,i8,like,1503,2025-01-03T12:00:00
u200,i32,play,1632,2025-02-27T07:00:00
u220,i32,like,407,2025-02-22T07:03:00
u128,i155,skip,27,2025-02-21T19:00:00
u205,i144,play,2652,2025-01-17T17:58:00
u122,i106,pause,68,2025-01-09T14:15:00
u161,i71,play,2717,2025-01-04T05:06:00
u174,i241,play,3111,2025-02-27T23:30:00
u106,i213,play,2243,2025-02-12T03:38:00
u11,i121,pause,233,2025-03-01T09:54:00
u87,i87,play,3338,2025-02-01T12:46:00
u161,i217,like,2289,2025-01-03T06:42:00
u194,i210,pause,88,2025-01-31T09:02:00
u40,i91,play,2726,2025-02-12T11:34:00
u191,i217,save,126,2025-01-14T10:39:00
u145,i73,play,1472,2025-01-31T22:09:00
u120,i28,like,2255,2025-02-10T22:32:00
u165,i119,play,1008,2025-01-22T19:38:00
u206,i145,like,766,2025-01-21T17:41:00
u185,i85,play,2308,2025-01-10T05:41:00
u216,i157,complete,1764,2025-02-13T17:58:00
u22,i212,play,210,2025-02-12T09:28:00
u203,i20,play,1958,2025-01-17T17:16:00
u21,i56,play,415,2025-02-03T15:10:00
u21,i12,play,1358,2025-01-04T18:29:00
u38,i126,play,2069,2025-01-29T21:59:00
u101,i24,skip,34,2025-01-13T13:17:00
u214,i216,play,3410,2025-01-09T01:31:00
u147,i40,play,2303,2025-01-24T01:35:00
u140,i43,play,628,2025-01-02T05:40:00
u106,i26,play,1763,2025-02-10T04:59:00
u218,i28,like,3583,2025-01-24T11:34:00
u154,i147,complete,3076,2025-02-09T06:54:00
u188,i138,like,3060,2025-01-07T12:55:00
u110,i6,play,3231,2025-02-09T01:32:00
u14,i150,complete,521,2025-01-05T20:36:00
u80,i51,play,1135,2025-02-26T16:09:00
u95,i66,complete,3474,2025-02-11T09:58:00
u117,i173,skip,30,2025-01-29T16:10:00
u56,i211,pause,256,2025-01-22T23:33:00
u216,i82,like,1208,2025-01-26T06:31:00
u117,i179,like,1306,2025-02-21T12:03:00
u201,i218,like,219,2025-01-25T13:59:00
u72,i124,complete,1168,2025-02-25T17:20:00
u151,i47,play,809,2025-02-22T20:33:00
u150,i55,play,1840,2025-02-25T19:30:00
u58,i65,pause,280,2025-02-20T08:23:00
u193,i178,pause,272,2025-01-13T11:30:00
u130,i47,skip,16,2025-01-30T15:26:00
u105,i140,play,1044,2025-02-22T16:23:00
u217,i179,complete,1556,2025-01-31T19:44:00
u174,i231,complete,3063,2025-02-15T06:23:00
u60,i85,skip,19,2025-01-01T01:18:00
u83,i3,play,265,2025-01-22T16:45:00
u135,i89,complete,633,2025-02-14T12:37:00
u54,i204,play,998,2025-01-09T20:10:00
u47,i36,play,1454,2025-02-22T13:54:00
u74,i244,save,44,2025-01-31T00:04:00
u77,i102,play,3368,2025-02-14T20:36:00
u207,i95,play,1110,2025-02-03T12:24:00
u215,i245,like,3148,2025-02-07T05:36:00
u179,i183,play,134,2025-01-02T20:59:00
u34,i231,skip,37,2025-01-26T04:12:00
u204,i238,play,3307,2025-01-21T02:00:00
u38,i41,play,732,2025-02-15T20:37:00
u72,i124,complete,2374,2025-02-27T22:08:00
u26,i177,play,1967,2025-02-03T17:25:00
u106,i47,play,1499,2025-01-01T09:22:00
u26,i130,play,3321,2025-02-28T12:47:00
u89,i123,play,1623,2025-01-05T14:28:00
u90,i161,like,3552,2025-01-28T02:14:00
u60,i144,play,3527,2025-02-02T23:56:00
u96,i89,complete,2009,2025-02-19T05:39:00
u108,i97,save,171,2025-02-10T07:11:00
u176,i207,play,239,2025-02-10T02:18:00
u220,i120,play,990,2025-01-29T15:04:00
u198,i143,complete,1171,2025-02-19T05:14:00
u80,i241,play,2031,2025-02-18T09:57:00
u74,i31,like,3314,2025-02-14T08:32:00
u85,i142,play,1004,2025-01-08T18:13:00
u93,i205,complete,906,2025-02-12T23:24:00
u76,i147,complete,2011,2025-01-04T21:45:00
u128,i163,play,3552,2025-01-27T07:32:00
u103,i86,skip,12,2025-01-18T21:45:00
u101,i4,play,1895,2025-01-02T18:11:00
u129,i172,save,153,2025-01-02T14:22:00
u14,i7,play,2238,2025-01-26T18:49:00
u28,i126,play,1203,2025-02-06T02:17:00
u5,i161,play,3298,2025-01-18T05:50:00
u85,i109,save,80,2025-02-04T21:56:00
u100,i196,play,1724,2025-01-04T05:08:00
u72,i89,play,502,2025-02-10T04:44:00
u28,i162,play,1277,2025-01-22T08:40:00
u219,i151,like,388,2025-02-03T18:12:00
u89,i253,complete,2587,2025-01-24T19:29:00
u154,i9,play,2533,2025-02-02T06:00:00
u93,i138,play,724,2025-01-09T01:18:00
u46,i137,like,554,2025-02-01T02:20:00
u21,i256,play,1718,2025-03-01T04:35:00
u65,i201,play,3051,2025-02-28T21:55:00
u194,i8,play,2934,2025-02-06T15:06:00
u197,i8,play,3508,2025-01-13T12:16:00
u147,i114,play,254,2025-02-19T23:03:00
u138,i258,play,3546,2025-02-06T02:14:00
u81,i93,like,1388,2025-02-26T02:45:00
u127,i52,play,2777,2025-01-17T21:13:00
u122,i168,play,317,2025-01-07T02:17:00
u31,i217,complete,2451,2025-01-14T08:22:00
u53,i212,skip,38,2025-01-09T21:23:00
u165,i21,play,160,2025-01-04T04:39:00
u80,i63,save,155,2025-02-06T19:36:00
u9,i3,play,1749,2025-02-25T07:50:00
u68,i160,like,950,2025-02-15T13:02:00
u9,i173,skip,8,2025-02-03T05:32:00
u34,i79,play,692,2025-02-13T14:44:00
u20,i47,play,624,2025-01-25T15:06:00
u114,i13,play,924,2025-02-03T17:05:00
u41,i163,complete,1206,2025-01-05T00:11:00
u9,i260,complete,2900,2025-01-19T16:47:00
u92,i229,like,1351,2025-01-14T17:56:00
u177,i253,save,164,2025-02-27T19:01:00
u62,i160,save,116,2025-01-04T21:13:00
u184,i136,play,699,2025-01-23T06:55:00
u12,i120,play,1195,2025-03-01T10:04:00
u127,i19,pause,278,2025-02-17T22:41:00
u106,i25,play,1352,2025-01-04T11:22:00
u84,i15,play,2061,2025-02-19T10:49:00
u98,i43,skip,29,2025-01-17T18:52:00
u2,i103,play,2747,2025-01-27T13:22:00
u195,i204,like,2148,2025-01-18T17:59:00
u185,i155,play,3315,2025-01-08T11:44:00
u214,i71,play,1581,2025-01-27T05:39:00
u166,i122,like,3466,2025-01-05T04:24:00
u52,i177,play,1676,2025-01-21T14:58:00
u195,i4,like,1751,2025-02-17T17:31:00
u193,i164,play,2827,2025-02-17T03:18:00
u12,i195,play,3209,2025-02-08T23:26:00
u158,i46,like,3549,2025-02-05T03:24:00
u207,i130,complete,1748,2025-01-02T17:22:00
u180,i77,play,881,2025-02-02T12:25:00
u136,i17,like,3439,2025-02-11T18:40:00
u177,i23,play,2821,2025-01-12T00:57:00
u183,i195,save,62,2025-01-11T05:58:00
u197,i66,like,3509,2025-02-27T04:53:00
u170,i78,play,882,2025-01-22T13:45:00
u160,i125,complete,1980,2025-01-20T04:36:00
u9,i26,play,394,2025-01-02T09:20:00
u34,i209,play,2705,2025-02-20T23:47:00
u113,i76,play,2197,2025-01-03T14:54:00
u88,i204,like,1756,2025-01-20T08:11:00
u184,i63,skip,20,2025-01-03T13:44:00
u138,i253,skip,8,2025-02-24T06:10:00
u12,i166,complete,2927,2025-02-04T23:12:00
u183,i102,play,2425,2025-02-25T16:26:00
u4,i6,skip,19,2025-01-07T12:21:00
u210,i104,play,1913,2025-02-05T07:31:00
u112,i244,pause,128,2025-01-25T17:05:00
u65,i141,play,2351,2025-01-27T02:35:00
u66,i190,play,2381,2025-01-05T20:20:00
u207,i218,complete,1046,2025-02-22T17:54:00
u4,i131,pause,233,2025-01-19T07:35:00
u193,i241,save,48,2025-01-12T04:37:00
u69,i176,like,3341,2025-01-20T19:59:00
u32,i83,save,121,2025-01-15T21:11:00
u5,i228,play,933,2025-02-15T12:39:00
u147,i253,skip,8,2025-01-27T11:39:00
u62,i120,play,2901,2025-01-25T14:48:00
u40,i176,play,3329,2025-02-26T12:01:00
u208,i203,like,290,2025-02-12T18:28:00
u195,i71,play,1703,2025-02-02T14:45:00
u47,i179,like,982,2025-01-31T12:22:00
u8,i134,save,41,2025-01-05T19:10:00
u140,i11,play,2671,2025-02-16T11:42:00
u215,i88,like,2749,2025-01-12T20:38:00
u15,i26,like,630,2025-01-26T17:30:00
u143,i250,play,2820,2025-01-21T03:11:00
u15,i206,save,126,2025-02-20T17:44:00
u38,i240,like,2061,2025-02-19T07:35:00
u166,i254,play,3591,2025-01-05T09:41:00
u56,i30,play,554,2025-01-04T06:33:00
u65,i227,pause,210,2025-02-14T21:34:00
u156,i189,like,1047,2025-01-28T20:19:00
u98,i15,play,1590,2025-02-04T18:17:00
u95,i62,play,3192,2025-01-25T11:54:00
u173,i254,complete,647,2025-02-28T10:26:00
u75,i179,complete,1496,2025-02-23T21:15:00
u73,i20,play,1626,2025-01-06T13:48:00
u136,i197,save,68,2025-02-23T02:17:00
u37,i208,play,1544,2025-02-13T18:34:00
u7,i167,play,485,2025-02-05T22:58:00
u218,i207,skip,24,2025-02-13T02:42:00
u129,i99,play,230,2025-01-10T06:50:00
u78,i75,pause,246,2025-01-06T18:37:00
u138,i80,like,401,2025-02-06T18:41:00
u64,i43,like,1644,2025-01-15T16:04:00
u203,i32,play,2654,2025-02-23T00:34:00
u205,i47,pause,296,2025-02-22T14:40:00
u161,i189,play,1865,2025-01-12T05:13:00
u29,i168,play,3133,2025-02-11T18:35:00
u5,i259,complete,1771,2025-02-14T11:24:00
u105,i161,play,1227,2025-02-18T17:57:00
u2,i197,pause,137,2025-01-15T12:41:00
u186,i129,complete,1448,2025-01-25T06:00:00
u94,i24,play,1978,2025-01-09T00:09:00
u142,i26,complete,2934,2025-01-28T10:36:00
u97,i32,play,2055,2025-02-16T18:11:00
u149,i169,skip,8,2025-01-26T08:52:00
u61,i114,pause,297,2025-02-27T05:31:00
u219,i163,complete,455,2025-03-01T23:57:00
u3,i54,skip,10,2025-01-24T01:06:00
u27,i130,skip,6,2025-02-13T23:23:00
u156,i190,play,3246,2025-02-13T08:11:00
u211,i152,play,2941,2025-01-09T17:10:00
u139,i224,skip,24,2025-01-12T01:43:00
u165,i34,play,1568,2025-01-08T02:21:00
u155,i27,play,3199,2025-02-12T19:01:00
u137,i25,play,2902,2025-02-03T11:16:00
u202,i8,complete,398,2025-02-10T07:20:00
u126,i39,play,2963,2025-02-16T08:42:00
u151,i48,play,1583,2025-02-22T19:51:00
u74,i206,save,135,2025-02-18T06:57:00
u210,i110,save,54,2025-01-12T05:10:00
u93,i254,pause,242,2025-01-12T00:46:00
u139,i105,complete,2257,2025-02-07T15:55:00
u144,i89,skip,12,2025-02-27T00:00:00
u66,i14,play,960,2025-02-09T13:58:00
u91,i14,play,1655,2025-02-06T18:57:00
u185,i106,play,1337,2025-01-20T06:54:00
u189,i118,play,2294,2025-02-08T21:25:00
u218,i69,skip,7,2025-01-20T04:25:00
u161,i220,complete,2939,2025-02-16T00:32:00
u36,i16,skip,10,2025-01-29T14:05:00
u181,i135,complete,1512,2025-02-11T16:05:00
u140,i248,complete,1341,2025-02-12T16:13:00
u167,i92,play,2823,2025-02-11T15:56:00
u212,i131,play,2527,2025-01-19T11:37:00
u7,i252,complete,1073,2025-02-28T00:28:00
u153,i183,save,175,2025-02-11T05:11:00
u203,i38,save,108,2025-02-06T21:47:00
u15,i115,skip,13,2025-01-10T09:45:00
u191,i68,skip,34,2025-01-12T15:03:00
u81,i39,play,3520,2025-02-20T08:36:00
u123,i226,play,2409,2025-01-14T08:16:00
u204,i254,play,3598,2025-01-14T16:26:00
u209,i191,play,1286,2025-01-23T03:09:00
u69,i44,play,2746,2025-02-04T07:01:00
u86,i115,like,2679,2025-01-18T06:15:00
u126,i251,play,2993,2025-01-13T04:59:00
u92,i69,play,1497,2025-02-21T22:02:00
u160,i194,pause,70,2025-01-19T10:37:00
u54,i93,like,381,2025-02-07T19:44:00
u166,i242,complete,2594,2025-02-10T15:16:00
u157,i111,skip,37,2025-01-01T21:04:00
u179,i151,complete,135,2025-02-24T19:06:00
u76,i188,play,319,2025-02-01T03:09:00
u15,i113,play,1508,2025-01-25T01:46:00
u32,i122,play,2227,2025-03-01T21:33:00
u181,i195,play,370,2025-01-27T03:09:00
u151,i98,pause,155,2025-02-04T06:43:00
u75,i236,skip,22,2025-01-08T12:48:00
u8,i192,play,1960,2025-02-05T10:42:00
u183,i97,like,1146,2025-01-11T06:20:00
u38,i137,play,2940,2025-01-23T03:59:00
u63,i134,play,723,2025-01-05T01:23:00
u124,i163,play,1215,2025-01-01T10:27:00
u73,i49,play,2253,2025-02-12T13:27:00
u111,i16,skip,36,2025-01-02T10:36:00
u58,i177,complete,3456,2025-01-27T06:58:00
u87,i44,complete,2900,2025-01-02T03:12:00
u177,i204,play,3433,2025-02-28T19:54:00
u154,i103,play,2309,2025-02-01T17:57:00
u187,i6,complete,404,2025-01-16T00:35:00
u75,i64,complete,2435,2025-02-02T10:35:00
u214,i161,play,2541,2025-01-28T00:15:00
u209,i198,skip,17,2025-02-06T15:29:00
u182,i68,complete,2592,2025-01-12T05:12:00
u210,i28,play,1212,2025-01-29T14:30:00
u43,i34,play,1154,2025-01-24T05:03:00
u186,i167,like,2225,2025-02-13T13:51:00
u9,i224,play,2829,2025-02-25T09:58:00
u90,i213,pause,110,2025-02-09T13:44:00
u113,i5,play,1302,2025-02-14T20:48:00
u138,i184,play,3072,2025-01-28T09:07:00
u199,i224,like,2700,2025-02-15T02:18:00
u21,i175,save,179,2025-02-08T05:17:00
u25,i151,play,2966,2025-01-12T13:56:00
u24,i5,skip,35,2025-01-11T02:18:00
u119,i114,complete,836,2025-02-24T08:20:00
u164,i11,play,3227,2025-02-21T01:55:00
u189,i204,play,3326,2025-01-09T21:42:00
u131,i11,play,3483,2025-02-14T00:00:00
u188,i175,play,2670,2025-02-23T19:30:00
u147,i155,play,2236,2025-02-24T02:16:00
u74,i149,play,1088,2025-02-01T04:44:00
